Fondsposition per,"20.Sept.2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"1234","CHINA LILANG LTD","Zyklische Konsumgüter ","Aktien","823.460,83","0,00","823.460,83","1.628.143,00","0,51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"319660","PSK INC","IT","Aktien","823.016,55","0,00","823.016,55","50.646,00","16,25","Korea","Korea Exchange (Kosdaq)","KRW"
"1558","YICHANG HEC CHANGJIANG PHARM CO LT","Gesundheitsversorgung","Aktien","824.088,88","0,00","824.088,88","774.400,00","1,06","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DFM","DUBAI FINANCIAL MARKET","Financials","Aktien","821.133,29","0,00","821.133,29","2.338.002,00","0,35","Ver. Arabische Emirate","Dubai Financial Market","AED"
"SBFG3","GRUPO SBF SA","Zyklische Konsumgüter ","Aktien","822.593,84","0,00","822.593,84","268.639,00","3,06","Brasilien","XBSP","BRL"
"064760","TOKAI CARBON KOREA LTD","IT","Aktien","821.875,64","0,00","821.875,64","12.807,00","64,17","Korea","Korea Exchange (Kosdaq)","KRW"
"688599","TRINA SOLAR LTD A","IT","Aktien","820.538,00","0,00","820.538,00","359.388,00","2,28","China","Shanghai Stock Exchange","CNY"
"600153","XIAMEN C&D INC A","Industrie","Aktien","820.516,01","0,00","820.516,01","768.392,00","1,07","China","Shanghai Stock Exchange","CNY"
"GHCL","GHCL LTD","Materialien","Aktien","818.395,51","0,00","818.395,51","106.111,00","7,71","Indien","National Stock Exchange Of India","INR"
"019170","SHINPOONG PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","818.575,46","0,00","818.575,46","84.345,00","9,71","Korea","Korea Exchange (Stock Market)","KRW"
"TABREED","TABREED","Versorger","Aktien","819.017,97","0,00","819.017,97","1.002.751,00","0,82","Ver. Arabische Emirate","Dubai Financial Market","AED"
"2013","WEIMOB INC","IT","Aktien","819.201,17","0,00","819.201,17","4.909.000,00","0,17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6185","CANSINO BIOLOGICS INC H","Gesundheitsversorgung","Aktien","815.613,31","0,00","815.613,31","299.000,00","2,73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"38","FIRST TRACTOR LTD H","Industrie","Aktien","813.309,11","0,00","813.309,11","802.000,00","1,01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"336370","SOLUS ADVANCED MATERIALS LTD","IT","Aktien","811.773,79","0,00","811.773,79","89.396,00","9,08","Korea","Korea Exchange (Stock Market)","KRW"
"603799","ZHEJIANG HUAYOU COBALT LTD A","Materialien","Aktien","810.878,68","0,00","810.878,68","260.384,00","3,11","China","Shanghai Stock Exchange","CNY"
"ATT","GRUPA AZOTY SA","Materialien","Aktien","807.868,07","0,00","807.868,07","150.488,00","5,37","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"004800","HYOSUNG CORP","Industrie","Aktien","808.055,37","0,00","808.055,37","20.576,00","39,27","Korea","Korea Exchange (Stock Market)","KRW"
"JMART.R","JAYMART GROUP HOLDINGS NON-VOTING","IT","Aktien","808.836,12","0,00","808.836,12","1.650.500,00","0,49","Thailand","Stock Exchange Of Thailand","THB"
"2281","TANMIAH FOOD","Nichtzyklische Konsumgüter","Aktien","808.089,65","0,00","808.089,65","20.628,00","39,17","Saudi-Arabien","Saudi Stock Exchange","SAR"
"6782","VISCO VISION INC","Gesundheitsversorgung","Aktien","808.399,81","0,00","808.399,81","107.000,00","7,56","Taiwan","Taiwan Stock Exchange","TWD"
"GRND3","GRENDENE SA","Zyklische Konsumgüter ","Aktien","805.849,14","0,00","805.849,14","780.693,00","1,03","Brasilien","XBSP","BRL"
"MIATK.E","MIA TEKNOLOJI","IT","Aktien","806.610,10","0,00","806.610,10","625.921,00","1,29","Türkei","Istanbul Stock Exchange","TRY"
"ORIENTELEC","ORIENT ELECTRIC LTD","Zyklische Konsumgüter ","Aktien","804.744,71","0,00","804.744,71","271.291,00","2,97","Indien","National Stock Exchange Of India","INR"
"SARKY.E","SARKUYSAN ELEKTROLITIK BAKIR SANAY","Industrie","Aktien","805.706,49","0,00","805.706,49","1.146.149,00","0,70","Türkei","Istanbul Stock Exchange","TRY"
"336570","WON TECH COLTD LTD","Gesundheitsversorgung","Aktien","804.576,41","0,00","804.576,41","149.992,00","5,36","Korea","Korea Exchange (Kosdaq)","KRW"
"AFFIN","AFFIN BANK","Financials","Aktien","803.326,99","0,00","803.326,99","1.177.000,00","0,68","Malaysia","Bursa Malaysia","MYR"
"003530","HANWHA SECURITIES & INVESTMENT LTD","Financials","Aktien","803.497,25","0,00","803.497,25","304.710,00","2,64","Korea","Korea Exchange (Stock Market)","KRW"
"RAIN","RAIN INDUSTRIES LTD","Materialien","Aktien","803.213,53","0,00","803.213,53","383.134,00","2,10","Indien","National Stock Exchange Of India","INR"
"RAJESHEXPO","RAJESH EXPORTS LTD","Zyklische Konsumgüter ","Aktien","804.176,38","0,00","804.176,38","236.973,00","3,39","Indien","National Stock Exchange Of India","INR"
"688777","SUPCON TECHNOLOGY LTD A","IT","Aktien","802.861,39","0,00","802.861,39","148.791,00","5,40","China","Shanghai Stock Exchange","CNY"
"4770","ALLIED SUPREME CORP","Materialien","Aktien","800.735,18","0,00","800.735,18","71.000,00","11,28","Taiwan","Taiwan Stock Exchange","TWD"
"SIMH3","SIMPAR SA","Industrie","Aktien","801.860,27","0,00","801.860,27","829.495,00","0,97","Brasilien","XBSP","BRL"
"BCPG.R","BCPG PCL NON-VOTING DR","Versorger","Aktien","797.476,22","0,00","797.476,22","3.538.600,00","0,23","Thailand","Stock Exchange Of Thailand","THB"
"GALAXYSURF","GALAXY SURFACTANTS LTD","Materialien","Aktien","795.531,44","0,00","795.531,44","20.962,00","37,95","Indien","National Stock Exchange Of India","INR"
"INFIBEAM","INFIBEAM AVENUES LTD","Financials","Aktien","796.946,13","0,00","796.946,13","2.370.997,00","0,34","Indien","National Stock Exchange Of India","INR"
"1316","NEXTEER AUTOMOTIVE GROUP LTD","Zyklische Konsumgüter ","Aktien","795.727,94","0,00","795.727,94","2.412.000,00","0,33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"122870","YG ENTERTAINMENT INC","Kommunikation","Aktien","796.172,13","0,00","796.172,13","33.071,00","24,07","Korea","Korea Exchange (Kosdaq)","KRW"
"AGI","AGI GREENPAC LTD","Materialien","Aktien","795.154,25","0,00","795.154,25","75.962,00","10,47","Indien","National Stock Exchange Of India","INR"
"INTB3","INTELBRAS TELECOMUNICACOES SA","IT","Aktien","793.321,99","0,00","793.321,99","204.013,00","3,89","Brasilien","XBSP","BRL"
"PRM.R","PRIMA MARINE PCL NON-VOTING DR","Energie","Aktien","795.179,01","0,00","795.179,01","2.904.600,00","0,27","Thailand","Stock Exchange Of Thailand","THB"
"002414","WUHAN GUIDE INFRARED LTD A","IT","Aktien","792.684,09","0,00","792.684,09","947.412,00","0,84","China","Shenzhen Stock Exchange","CNY"
"BAT","BRITISH AMERICAN TOBACCO (MALAYSIA","Nichtzyklische Konsumgüter","Aktien","789.726,52","0,00","789.726,52","415.100,00","1,90","Malaysia","Bursa Malaysia","MYR"
"600745","WINGTECH TECHNOLOGY LTD A","IT","Aktien","788.845,16","0,00","788.845,16","223.400,00","3,53","China","Shanghai Stock Exchange","CNY"
"003470","YUANTA SECURITIES KOREA LTD","Financials","Aktien","789.180,48","0,00","789.180,48","355.586,00","2,22","Korea","Korea Exchange (Stock Market)","KRW"
"093370","FOOSUNG LTD","Materialien","Aktien","786.694,17","0,00","786.694,17","173.989,00","4,52","Korea","Korea Exchange (Stock Market)","KRW"
"HEKTS.R","HEKTAS TICARET TAS RIGHTS","Materialien","Aktien","786.867,29","0,00","786.867,29","3.251.474,00","0,24","Türkei","Istanbul Stock Exchange","TRY"
"000831","CHINA RARE EARTH RESOURCES AND TEC","Materialien","Aktien","785.792,26","0,00","785.792,26","245.400,00","3,20","China","Shenzhen Stock Exchange","CNY"
"600985","HUAIBEI MINING HOLDINGS LTD A","Materialien","Aktien","784.279,42","0,00","784.279,42","399.600,00","1,96","China","Shanghai Stock Exchange","CNY"
"601168","WESTERN MINING LTD A","Materialien","Aktien","784.754,49","0,00","784.754,49","351.800,00","2,23","China","Shanghai Stock Exchange","CNY"
"CKP.R","CK POWER NON-VOTING DR PCL","Versorger","Aktien","782.276,76","0,00","782.276,76","6.841.300,00","0,11","Thailand","Stock Exchange Of Thailand","THB"
"ALG","ALI ALGHANIM SONS AUTOMOTIVE","Zyklische Konsumgüter ","Aktien","779.934,11","0,00","779.934,11","224.277,00","3,48","Kuwait","Kuwait Stock Exchange","KWD"
"GRWRHITECH","GARWARE HI-TECH FILMS LTD","Materialien","Aktien","780.757,67","0,00","780.757,67","20.082,00","38,88","Indien","National Stock Exchange Of India","INR"
"9923","YEAHKA LTD","Financials","Aktien","780.179,07","0,00","780.179,07","609.600,00","1,28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"101490","S&S TECH CORP","IT","Aktien","779.112,44","0,00","779.112,44","42.705,00","18,24","Korea","Korea Exchange (Kosdaq)","KRW"
"002028","SIEYUAN ELECTRIC LTD A","Industrie","Aktien","776.919,44","0,00","776.919,44","81.200,00","9,57","China","Shenzhen Stock Exchange","CNY"
"8436","TCI LTD","Nichtzyklische Konsumgüter","Aktien","777.602,72","0,00","777.602,72","189.741,00","4,10","Taiwan","Gretai Securities Market","TWD"
"AKSEN.E","AKSA ENERJI URETIM A","Versorger","Aktien","776.295,97","0,00","776.295,97","703.544,00","1,10","Türkei","Istanbul Stock Exchange","TRY"
"LATENTVIEW","LATENT VIEW ANALYTICS LTD","Industrie","Aktien","775.248,91","0,00","775.248,91","135.696,00","5,71","Indien","National Stock Exchange Of India","INR"
"TIPSINDLTD","TIPS INDUSTRIES LTD","Kommunikation","Aktien","774.150,05","0,00","774.150,05","94.793,00","8,17","Indien","National Stock Exchange Of India","INR"
"300720","HANILCMT LTD","Materialien","Aktien","770.434,26","0,00","770.434,26","72.423,00","10,64","Korea","Korea Exchange (Stock Market)","KRW"
"JKPAPER","JK PAPER LTD","Materialien","Aktien","770.377,84","0,00","770.377,84","140.862,00","5,47","Indien","National Stock Exchange Of India","INR"
"009520","POSCO M-TECH LTD","Materialien","Aktien","772.295,88","0,00","772.295,88","59.406,00","13,00","Korea","Korea Exchange (Kosdaq)","KRW"
"1164","CGN MINING COMPANY LTD","Energie","Aktien","768.033,99","0,00","768.033,99","4.465.000,00","0,17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"082640","TONG YANG LIFE INSURANCE LTD","Financials","Aktien","769.157,45","0,00","769.157,45","179.048,00","4,30","Korea","Korea Exchange (Stock Market)","KRW"
"UNISEM","UNISEM M","IT","Aktien","768.097,50","0,00","768.097,50","993.800,00","0,77","Malaysia","Bursa Malaysia","MYR"
"2753","BAFANG YUNJI INTERNATIONAL LTD","Zyklische Konsumgüter ","Aktien","765.587,36","0,00","765.587,36","161.000,00","4,76","Taiwan","Taiwan Stock Exchange","TWD"
"601179","CHINA XD ELECTRIC LTD A","Industrie","Aktien","767.028,71","0,00","767.028,71","758.600,00","1,01","China","Shanghai Stock Exchange","CNY"
"CZG","CZG CESKA ZBROJOVKA GROUP SE","Industrie","Aktien","765.643,97","0,00","765.643,97","26.450,00","28,95","Tschechien","Prague Stock Exchange","CZK"
"JKIL","J KUMAR INFRAPROJECTS LTD","Industrie","Aktien","765.676,29","0,00","765.676,29","84.145,00","9,10","Indien","National Stock Exchange Of India","INR"
"826","TIANGONG INTERNATIONAL LTD","Materialien","Aktien","766.121,32","0,00","766.121,32","3.430.000,00","0,22","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TRGYO.E","TORUNLAR GAYRIMENKUL YATIRIM ORTAK","Immobilien","Aktien","767.326,02","0,00","767.326,02","494.342,00","1,55","Türkei","Istanbul Stock Exchange","TRY"
"6699","ANGELALIGN TECHNOLOGY INC","Gesundheitsversorgung","Aktien","765.366,52","0,00","765.366,52","100.800,00","7,59","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EZTC3","EZ TEC EMPREENDIMENTOS E PARTICIPA","Zyklische Konsumgüter ","Aktien","765.029,35","0,00","765.029,35","312.207,00","2,45","Brasilien","XBSP","BRL"
"SARDAEN","SARDA ENERGY AND MINERALS LTD","Materialien","Aktien","764.443,84","0,00","764.443,84","152.762,00","5,00","Indien","National Stock Exchange Of India","INR"
"001430","SEAH BESTEEL HDS CORP","Materialien","Aktien","764.940,19","0,00","764.940,19","50.585,00","15,12","Korea","Korea Exchange (Stock Market)","KRW"
"002128","INNER MONGOLIA DIAN TOU ENERGY COR","Energie","Aktien","761.356,56","0,00","761.356,56","331.000,00","2,30","China","Shenzhen Stock Exchange","CNY"
"HEAL","MEDIKALOKA HERMINA","Gesundheitsversorgung","Aktien","761.834,16","0,00","761.834,16","7.932.500,00","0,10","Indonesien","Indonesia Stock Exchange","IDR"
"225570","NEXON GAMES LTD","Kommunikation","Aktien","761.940,54","0,00","761.940,54","65.594,00","11,62","Korea","Korea Exchange (Kosdaq)","KRW"
"FFB","FARM FRESH","Nichtzyklische Konsumgüter","Aktien","760.671,58","0,00","760.671,58","1.817.400,00","0,42","Malaysia","Bursa Malaysia","MYR"
"600487","HENGTONG OPTIC ELECTRIC LTD A","IT","Aktien","760.167,05","0,00","760.167,05","366.400,00","2,07","China","Shanghai Stock Exchange","CNY"
"189300","INTELLIAN TECHNOLOGIES INC","IT","Aktien","759.790,78","0,00","759.790,78","19.091,00","39,80","Korea","Korea Exchange (Kosdaq)","KRW"
"LEVE3","MAHLE-METAL LEVE SA","Zyklische Konsumgüter ","Aktien","760.405,00","0,00","760.405,00","134.004,00","5,67","Brasilien","XBSP","BRL"
"046890","SEOUL SEMICONDUCTOR LTD","IT","Aktien","759.545,85","0,00","759.545,85","118.915,00","6,39","Korea","Korea Exchange (Kosdaq)","KRW"
"603899","SHANGHAI M&G STATIONERY INC A","Industrie","Aktien","760.819,10","0,00","760.819,10","209.000,00","3,64","China","Shanghai Stock Exchange","CNY"
"603939","YIFENG PHARMACY CHAIN LTD A","Nichtzyklische Konsumgüter","Aktien","758.871,49","0,00","758.871,49","286.779,00","2,65","China","Shanghai Stock Exchange","CNY"
"GMRP&UI","GMR POWER AND URBAN INFRA LTD","Industrie","Aktien","758.058,77","0,00","758.058,77","447.587,00","1,69","Indien","National Stock Exchange Of India","INR"
"003240","TAEKWANG INDUSTRIAL LTD","Materialien","Aktien","757.484,20","0,00","757.484,20","1.656,00","457,42","Korea","Korea Exchange (Stock Market)","KRW"
"603589","ANHUI KOUZI DISTILLERY LTD A","Nichtzyklische Konsumgüter","Aktien","755.057,32","0,00","755.057,32","145.000,00","5,21","China","Shanghai Stock Exchange","CNY"
"600733","BAIC BLUEPARK NEW ENERGY TECHNOLOG","Zyklische Konsumgüter ","Aktien","755.139,29","0,00","755.139,29","824.300,00","0,92","China","Shanghai Stock Exchange","CNY"
"CLEAN","CLEAN SCIENCE AND TECHNOLOGY LTD","Materialien","Aktien","754.352,49","0,00","754.352,49","40.722,00","18,52","Indien","National Stock Exchange Of India","INR"
"VULC3","VULCABRAS AZALEIA","Zyklische Konsumgüter ","Aktien","756.238,56","0,00","756.238,56","247.263,00","3,06","Brasilien","XBSP","BRL"
"KLRHO.E","KILER HOLDING A.S.","Industrie","Aktien","752.734,05","0,00","752.734,05","890.966,00","0,84","Türkei","Istanbul Stock Exchange","TRY"
"2285","CHERVON HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","750.817,38","0,00","750.817,38","274.600,00","2,73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6561","CHIEF TELECOM INC","Kommunikation","Aktien","751.124,67","0,00","751.124,67","50.600,00","14,84","Taiwan","Gretai Securities Market","TWD"
"601216","INNER MONGOLIA JUNZHENG ENERGY & C","Materialien","Aktien","750.564,76","0,00","750.564,76","1.470.200,00","0,51","China","Shanghai Stock Exchange","CNY"
"ROLEXRINGS","ROLEX RINGS LTD","Industrie","Aktien","751.416,08","0,00","751.416,08","25.650,00","29,29","Indien","National Stock Exchange Of India","INR"
"1522","TYC BROTHER INDUSTRIAL LTD","Zyklische Konsumgüter ","Aktien","750.495,85","0,00","750.495,85","382.000,00","1,96","Taiwan","Taiwan Stock Exchange","TWD"
"079160","CJ CGV LTD","Kommunikation","Aktien","748.094,24","0,00","748.094,24","161.949,00","4,62","Korea","Korea Exchange (Stock Market)","KRW"
"300919","CNGR ADVANCED MATERIAL LTD A","Materialien","Aktien","747.762,58","0,00","747.762,58","188.320,00","3,97","China","Shenzhen Stock Exchange","CNY"
"086450","DONGKOOK PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","748.327,45","0,00","748.327,45","58.683,00","12,75","Korea","Korea Exchange (Kosdaq)","KRW"
"215200","MEGASTUDYEDU LTD","Zyklische Konsumgüter ","Aktien","748.871,50","0,00","748.871,50","22.752,00","32,91","Korea","Korea Exchange (Kosdaq)","KRW"
"600642","SHENERGY LTD A","Versorger","Aktien","748.167,59","0,00","748.167,59","724.700,00","1,03","China","Shanghai Stock Exchange","CNY"
"300866","ANKER INNOVATIONS TECHNOLOGY LTD A","IT","Aktien","745.914,07","0,00","745.914,07","77.500,00","9,62","China","Shenzhen Stock Exchange","CNY"
"BLDN","BALADNA COMPANY","Nichtzyklische Konsumgüter","Aktien","746.221,70","0,00","746.221,70","1.933.803,00","0,39","Qatar","Qatar Exchange","QAR"
"GPIL","GODAWARI POWER AND ISPAT LTD","Materialien","Aktien","745.481,74","0,00","745.481,74","66.337,00","11,24","Indien","National Stock Exchange Of India","INR"
"HGINFRA","HG INFRA ENGINEERING LTD","Industrie","Aktien","746.107,34","0,00","746.107,34","40.260,00","18,53","Indien","National Stock Exchange Of India","INR"
"SHARDAMOTR","SHARDA MOTOR INDUSTRIES LTD","Zyklische Konsumgüter ","Aktien","745.570,41","0,00","745.570,41","24.809,00","30,05","Indien","National Stock Exchange Of India","INR"
"CAML3","CAMIL ALIMENTOS SA","Nichtzyklische Konsumgüter","Aktien","743.201,89","0,00","743.201,89","463.910,00","1,60","Brasilien","XBSP","BRL"
"6548","CHANG WAH TECHNOLOGY LTD","IT","Aktien","744.427,50","0,00","744.427,50","612.500,00","1,22","Taiwan","Gretai Securities Market","TWD"
"DODLA","DODLA DAIRY LTD","Nichtzyklische Konsumgüter","Aktien","743.713,24","0,00","743.713,24","51.470,00","14,45","Indien","National Stock Exchange Of India","INR"
"MASTEK","MASTEK LTD","IT","Aktien","744.717,81","0,00","744.717,81","23.359,00","31,88","Indien","National Stock Exchange Of India","INR"
"000708","CITIC PACIFIC SPECIAL STEEL GROUP","Materialien","Aktien","741.677,48","0,00","741.677,48","498.100,00","1,49","China","Shenzhen Stock Exchange","CNY"
"KRDMA.E","KARDEMIR KARABUK DEMIR CELIK SANAY","Materialien","Aktien","740.853,84","0,00","740.853,84","1.386.307,00","0,53","Türkei","Istanbul Stock Exchange","TRY"
"ECILC.E","EIS ECZACIBASI ILAC SINAI VE FINAN","Nichtzyklische Konsumgüter","Aktien","739.386,99","0,00","739.386,99","524.155,00","1,41","Türkei","Istanbul Stock Exchange","TRY"
"HERITGFOOD","HERITAGE FOODS LTD","Nichtzyklische Konsumgüter","Aktien","739.334,52","0,00","739.334,52","103.210,00","7,16","Indien","National Stock Exchange Of India","INR"
"ROSSARI","ROSSARI BIOTECH LTD","Materialien","Aktien","738.965,88","0,00","738.965,88","67.648,00","10,92","Indien","National Stock Exchange Of India","INR"
"SENCO","SENCO GOLD LTD","Zyklische Konsumgüter ","Aktien","737.997,50","0,00","737.997,50","48.011,00","15,37","Indien","National Stock Exchange Of India","INR"
"DRBHCOM","DRB-HICOM","Zyklische Konsumgüter ","Aktien","734.579,79","0,00","734.579,79","2.860.100,00","0,26","Malaysia","Bursa Malaysia","MYR"
"6616","GLOBAL NEW MATERIAL INTERNATIONAL","Materialien","Aktien","735.451,82","0,00","735.451,82","1.492.000,00","0,49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SPARC","SUN PHARMA ADVANCED RESEARCH COMPA","Gesundheitsversorgung","Aktien","733.890,57","0,00","733.890,57","280.810,00","2,61","Indien","National Stock Exchange Of India","INR"
"-","VST INDUSTRIES LTD","Nichtzyklische Konsumgüter","Aktien","734.598,51","0,00","734.598,51","136.500,00","5,38","Indien","Bse Ltd","INR"
"EMUDHRA","EMUDHRA LTD","Industrie","Aktien","733.224,44","0,00","733.224,44","71.626,00","10,24","Indien","National Stock Exchange Of India","INR"
"301236","ISOFTSTONE INFORMATION TECHNOLOGY","IT","Aktien","731.492,63","0,00","731.492,63","142.100,00","5,15","China","Shenzhen Stock Exchange","CNY"
"PATELENG","PATEL ENGINEERING LTD","Industrie","Aktien","733.263,83","0,00","733.263,83","1.042.875,00","0,70","Indien","National Stock Exchange Of India","INR"
"4040","SAUDI PUBLIC TRANSPORT","Industrie","Aktien","733.258,91","0,00","733.258,91","136.079,00","5,39","Saudi-Arabien","Saudi Stock Exchange","SAR"
